epoch,learning_rate,loss,val_loss
0,0.0010000000474974513,818.8211059570312,43.54799270629883
1,0.0010000000474974513,22.718120574951172,8.447053909301758
2,0.0010000000474974513,4.862329959869385,3.796729326248169
3,0.0010000000474974513,2.6557633876800537,2.397916078567505
4,0.0010000000474974513,2.103649854660034,2.054325819015503
5,0.0010000000474974513,1.91197669506073,1.9695409536361694
6,0.0010000000474974513,1.8608611822128296,1.946903944015503
7,0.0010000000474974513,1.8494311571121216,1.9402693510055542
8,0.0010000000474974513,1.844541311264038,1.9384944438934326
9,0.0010000000474974513,1.8452552556991577,2.016991376876831
10,0.0010000000474974513,1.8472307920455933,2.083573818206787
11,0.0010000000474974513,1.8419002294540405,1.9356454610824585
12,0.0010000000474974513,1.8360393047332764,1.934335470199585
13,0.0010000000474974513,1.834593415260315,1.9332051277160645
14,0.0010000000474974513,1.8339719772338867,1.9321060180664062
15,0.0010000000474974513,1.8334195613861084,1.9314754009246826
16,0.0010000000474974513,1.8330271244049072,1.930726170539856
17,0.0010000000474974513,1.832628607749939,1.929901361465454
18,0.0010000000474974513,1.832200288772583,1.9288644790649414
19,0.0010000000474974513,1.8318462371826172,1.9278817176818848
20,0.0010000000474974513,1.8318946361541748,1.927329659461975
21,0.0010000000474974513,1.831713318824768,1.927325963973999
22,0.0010000000474974513,1.8314388990402222,1.9273768663406372
23,0.0010000000474974513,1.8307528495788574,1.927432656288147
24,0.0010000000474974513,1.8302412033081055,1.9268381595611572
25,0.0010000000474974513,1.8301585912704468,1.9265027046203613
26,0.0010000000474974513,1.8302488327026367,1.9261839389801025
27,0.0010000000474974513,1.8304638862609863,1.9262615442276
28,0.0010000000474974513,1.8309258222579956,1.9260246753692627
29,0.0010000000474974513,1.8311067819595337,1.9258882999420166
30,0.0010000000474974513,1.8313273191452026,1.9258079528808594
31,0.0010000000474974513,1.8315927982330322,1.9256898164749146
32,0.0010000000474974513,1.8318116664886475,1.9252721071243286
33,0.0010000000474974513,1.8320575952529907,1.9245529174804688
34,0.0010000000474974513,1.8324648141860962,1.923932671546936
35,0.0010000000474974513,1.8322663307189941,1.9237184524536133
36,0.0010000000474974513,1.833520770072937,1.9232467412948608
37,0.0010000000474974513,1.8324421644210815,1.9239131212234497
38,0.0010000000474974513,1.8339143991470337,1.9230422973632812
39,0.0010000000474974513,1.8325132131576538,1.9233547449111938
40,0.0010000000474974513,1.8342519998550415,1.9226024150848389
41,0.0010000000474974513,1.8332139253616333,1.923149585723877
42,0.0010000000474974513,1.8348965644836426,1.9227230548858643
43,0.0010000000474974513,1.8340498208999634,1.9233516454696655
44,0.0010000000474974513,1.8361691236495972,1.9225701093673706
45,0.0010000000474974513,1.8352504968643188,1.923269510269165
46,0.0010000000474974513,1.837071418762207,1.9230320453643799
47,0.0010000000474974513,1.8360155820846558,1.9233198165893555
48,0.0005000000237487257,1.8260908126831055,1.927541971206665
49,0.0005000000237487257,1.8256956338882446,1.927830696105957
